Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($)
MSI,Intel i9,4.0,2TB SSD,Nvidia RTX 3080,13.3,1920x1080,8.9,1.42,macOS,1816.38
Dell,Intel i5,4.0,256GB SSD,AMD Radeon RX 6600,14.0,1366x768,5.3,3.01,FreeDOS,676.06
MSI,AMD Ryzen 3,8.0,1TB SSD,Nvidia RTX 3060,15.6,2560x1440,5.8,1.61,Linux,1610.29
Apple,Intel i5,8.0,1TB SSD,Nvidia RTX 2060,13.3,2560x1440,8.2,3.17,FreeDOS,1957.88
Lenovo,Intel i9,32.0,1TB HDD,AMD Radeon RX 6600,13.3,2560x1440,8.8,2.37,FreeDOS,2764.91
Asus,AMD Ryzen 5,8.0,256GB SSD,AMD Radeon RX 6800,13.3,2560x1440,7.7,1.61,Linux,1200.81
Microsoft,AMD Ryzen 3,16.0,1TB HDD,Nvidia RTX 2060,16.0,1366x768,5.1,3.3,Windows,918.58
Acer,AMD Ryzen 9,4.0,1TB HDD,Nvidia RTX 3080,14.0,2560x1440,9.3,1.67,Linux,1701.43
HP,Intel i3,4.0,512GB SSD,Nvidia GTX 1650,15.6,1920x1080,11.8,2.93,macOS,724.44
Dell,Intel i9,8.0,256GB SSD,Nvidia GTX 1650,15.6,1366x768,9.0,3.46,FreeDOS,1653.54
Microsoft,Intel i7,32.0,512GB SSD,Nvidia RTX 3080,17.3,1366x768,4.5,2.27,Linux,1834.14
Microsoft,AMD Ryzen 5,32.0,256GB SSD,Nvidia RTX 2060,14.0,2560x1440,11.2,2.05,Linux,2117.8
Samsung,AMD Ryzen 5,4.0,1TB SSD,AMD Radeon RX 6600,15.6,1366x768,6.7,1.94,Linux,804.88
Dell,Intel i3,16.0,1TB SSD,Integrated,17.3,1920x1080,5.6,3.33,Linux,708.5
Dell,Intel i7,32.0,256GB SSD,AMD Radeon RX 6600,13.3,2560x1440,11.3,1.32,Windows,2621.03
HP,Intel i3,64.0,1TB SSD,Nvidia RTX 3080,13.3,3840x2160,10.1,2.42,FreeDOS,3361.42
Apple,AMD Ryzen 5,8.0,1TB HDD,Nvidia GTX 1650,17.3,1920x1080,4.0,2.37,Linux,1358.06
Dell,AMD Ryzen 5,32.0,256GB SSD,Integrated,14.0,1920x1080,4.4,3.24,macOS,1201.52
Samsung,Intel i3,4.0,2TB SSD,AMD Radeon RX 6600,14.0,1920x1080,9.6,3.01,macOS,874.43
MSI,AMD Ryzen 3,4.0,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,4.9,3.01,FreeDOS,1485.71
MSI,Intel i3,64.0,512GB SSD,Nvidia RTX 3060,14.0,1366x768,5.7,2.48,macOS,2055.06
MSI,AMD Ryzen 3,8.0,512GB SSD,Integrated,14.0,3840x2160,9.4,1.92,macOS,1308.76
Lenovo,Intel i5,32.0,512GB SSD,Nvidia GTX 1650,14.0,1366x768,7.6,2.74,Windows,1275.49
Lenovo,Intel i9,4.0,1TB HDD,AMD Radeon RX 6600,16.0,1920x1080,10.0,2.61,macOS,1311.05
Asus,Intel i5,4.0,2TB SSD,Integrated,16.0,1920x1080,4.8,1.93,FreeDOS,680.69
HP,AMD Ryzen 5,32.0,256GB SSD,Integrated,13.3,2560x1440,8.6,3.26,Windows,1278.94
Razer,AMD Ryzen 5,4.0,1TB HDD,Nvidia GTX 1650,14.0,1920x1080,11.2,1.27,macOS,999.36
Acer,Intel i9,64.0,256GB SSD,Nvidia RTX 2060,13.3,2560x1440,6.4,1.37,Windows,4982.32
Apple,Intel i3,16.0,512GB SSD,Nvidia RTX 3060,14.0,2560x1440,7.8,2.38,FreeDOS,1729.35
Dell,Intel i9,64.0,1TB SSD,AMD Radeon RX 6800,14.0,1366x768,4.5,3.08,Windows,3183.13
Lenovo,Intel i9,16.0,1TB HDD,Nvidia RTX 2060,15.6,3840x2160,10.7,2.5,macOS,2979.21
HP,AMD Ryzen 5,64.0,512GB SSD,Nvidia GTX 1650,14.0,1920x1080,4.1,2.93,macOS,2323.33
Asus,Intel i3,4.0,1TB HDD,Nvidia GTX 1650,15.6,1920x1080,5.3,2.03,FreeDOS,736.27
Acer,Intel i3,16.0,2TB SSD,Integrated,16.0,1366x768,9.6,2.94,macOS,730.66
Dell,Intel i5,8.0,256GB SSD,AMD Radeon RX 6600,16.0,2560x1440,11.8,1.25,Windows,1275.7
MSI,AMD Ryzen 9,4.0,512GB SSD,AMD Radeon RX 6600,17.3,3840x2160,11.3,1.77,macOS,3642.7
Samsung,Intel i3,16.0,1TB HDD,Nvidia GTX 1650,13.3,2560x1440,6.9,2.88,macOS,1178.65
Apple,Intel i3,16.0,512GB SSD,Nvidia RTX 3060,16.0,1920x1080,11.5,1.29,macOS,1574.31
Asus,Intel i7,32.0,512GB SSD,AMD Radeon RX 6800,17.3,3840x2160,5.5,1.99,macOS,3549.22
Razer,Intel i9,32.0,1TB HDD,Nvidia RTX 2060,13.3,1366x768,7.6,2.34,Linux,2691.31
Apple,AMD Ryzen 5,4.0,1TB SSD,Nvidia GTX 1650,13.3,2560x1440,11.7,1.21,Windows,1794.82
HP,Intel i3,32.0,256GB SSD,Nvidia RTX 3080,15.6,2560x1440,10.7,1.59,FreeDOS,1957.04
MSI,AMD Ryzen 5,4.0,1TB SSD,AMD Radeon RX 6800,17.3,1366x768,10.2,1.74,macOS,1032.99
Microsoft,Intel i7,32.0,1TB HDD,Nvidia RTX 3080,14.0,3840x2160,4.7,2.59,FreeDOS,2823.45
Microsoft,Intel i3,16.0,1TB HDD,AMD Radeon RX 6800,14.0,2560x1440,6.3,1.71,macOS,1075.09
Samsung,Intel i7,16.0,256GB SSD,Nvidia GTX 1650,14.0,1366x768,10.4,1.83,macOS,1167.88
MSI,AMD Ryzen 3,4.0,512GB SSD,Nvidia RTX 3060,13.3,1920x1080,9.3,3.06,FreeDOS,1097.77
HP,Intel i9,32.0,512GB SSD,Nvidia RTX 3060,13.3,2560x1440,4.0,2.36,macOS,3214.74
Asus,AMD Ryzen 9,4.0,1TB HDD,AMD Radeon RX 6800,13.3,1366x768,9.5,2.01,Windows,1019.94
Lenovo,AMD Ryzen 3,64.0,256GB SSD,Nvidia RTX 2060,14.0,1920x1080,10.0,1.26,FreeDOS,1996.15
Microsoft,Intel i9,64.0,1TB SSD,Nvidia RTX 3060,17.3,3840x2160,10.2,1.84,Linux,7204.6
Lenovo,AMD Ryzen 9,64.0,2TB SSD,Nvidia RTX 3060,17.3,1366x768,4.0,2.84,macOS,3697.94
Samsung,Intel i5,4.0,512GB SSD,Nvidia RTX 2060,16.0,2560x1440,9.6,1.49,Windows,1174.79
Apple,Intel i3,16.0,512GB SSD,Nvidia RTX 2060,14.0,1366x768,5.4,2.36,Linux,1186.3
Apple,AMD Ryzen 7,32.0,2TB SSD,AMD Radeon RX 6800,17.3,1366x768,5.9,1.98,FreeDOS,2612.67
Microsoft,Intel i3,8.0,1TB HDD,Nvidia RTX 3060,15.6,1920x1080,5.5,2.11,Windows,795.51
MSI,Intel i5,4.0,1TB SSD,AMD Radeon RX 6600,13.3,3840x2160,9.2,3.05,macOS,2039.34
Apple,Intel i9,16.0,256GB SSD,Nvidia RTX 3060,14.0,3840x2160,9.5,3.21,Linux,4856.15
MSI,AMD Ryzen 5,32.0,1TB HDD,AMD Radeon RX 6600,14.0,1920x1080,9.7,3.44,Windows,1772.96
MSI,Intel i5,8.0,512GB SSD,AMD Radeon RX 6800,15.6,1366x768,8.5,1.33,FreeDOS,1262.7
Apple,Intel i7,8.0,1TB HDD,Nvidia RTX 3060,13.3,1920x1080,9.9,3.08,Linux,1494.07
Microsoft,Intel i7,16.0,256GB SSD,AMD Radeon RX 6800,15.6,3840x2160,9.7,3.07,Linux,2809.41
Acer,Intel i9,32.0,512GB SSD,Nvidia RTX 3080,13.3,3840x2160,4.9,2.13,macOS,4291.4
Razer,Intel i3,32.0,1TB HDD,Nvidia RTX 3060,14.0,2560x1440,9.3,1.65,FreeDOS,1897.76
Microsoft,Intel i9,8.0,256GB SSD,Nvidia GTX 1650,14.0,1366x768,10.4,2.6,macOS,1407.6
Samsung,Intel i3,32.0,512GB SSD,AMD Radeon RX 6800,17.3,1920x1080,9.9,2.32,FreeDOS,1460.98
Dell,AMD Ryzen 5,4.0,1TB HDD,Nvidia RTX 2060,13.3,2560x1440,4.5,2.44,Linux,864.09
Samsung,Intel i5,32.0,1TB SSD,Nvidia GTX 1650,15.6,1366x768,6.5,1.73,Windows,1591.16
Apple,AMD Ryzen 7,64.0,512GB SSD,Nvidia RTX 3080,14.0,2560x1440,7.4,3.44,Windows,5636.72
Lenovo,AMD Ryzen 9,32.0,256GB SSD,Nvidia RTX 3060,14.0,2560x1440,7.3,2.5,FreeDOS,3416.5
MSI,AMD Ryzen 5,8.0,256GB SSD,Nvidia GTX 1650,17.3,1920x1080,12.0,3.45,Windows,1448.78
Asus,AMD Ryzen 7,32.0,256GB SSD,AMD Radeon RX 6800,15.6,1920x1080,8.4,2.89,macOS,2193.06
Razer,AMD Ryzen 7,4.0,1TB SSD,Nvidia GTX 1650,17.3,1366x768,10.0,1.33,FreeDOS,1398.54
Dell,AMD Ryzen 7,8.0,2TB SSD,Nvidia RTX 3080,16.0,3840x2160,7.1,2.75,Linux,2258.78
Lenovo,Intel i5,8.0,1TB SSD,AMD Radeon RX 6800,16.0,1920x1080,6.3,2.4,Windows,1031.73
Samsung,AMD Ryzen 9,8.0,1TB SSD,Nvidia RTX 3080,16.0,1366x768,11.8,2.88,macOS,1600.64
Lenovo,Intel i9,8.0,256GB SSD,AMD Radeon RX 6600,15.6,3840x2160,5.1,3.02,Linux,3031.56
Acer,AMD Ryzen 5,64.0,1TB SSD,AMD Radeon RX 6800,16.0,2560x1440,11.2,3.15,macOS,3284.28
Razer,AMD Ryzen 3,16.0,1TB SSD,Nvidia RTX 3080,13.3,1366x768,5.2,2.01,FreeDOS,1088.39
Asus,Intel i3,4.0,512GB SSD,Nvidia RTX 3080,16.0,3840x2160,5.3,1.98,Windows,1336.78
MSI,Intel i5,8.0,1TB HDD,Nvidia RTX 3080,15.6,3840x2160,10.8,3.27,FreeDOS,2009.85
Razer,AMD Ryzen 9,4.0,2TB SSD,Nvidia GTX 1650,16.0,1366x768,10.4,3.45,Windows,1977.65
MSI,AMD Ryzen 9,64.0,256GB SSD,Nvidia GTX 1650,15.6,2560x1440,4.7,3.37,macOS,7128.99
Microsoft,Intel i5,64.0,512GB SSD,Integrated,16.0,3840x2160,6.5,1.7,Linux,2848.25
Samsung,AMD Ryzen 7,8.0,1TB SSD,AMD Radeon RX 6600,13.3,2560x1440,4.2,1.86,FreeDOS,1559.72
Asus,Intel i7,32.0,1TB HDD,Nvidia RTX 2060,17.3,1920x1080,11.7,1.85,Linux,1867.74
Dell,AMD Ryzen 5,32.0,1TB SSD,AMD Radeon RX 6600,16.0,2560x1440,6.9,2.7,Windows,2127.44
Microsoft,Intel i3,64.0,2TB SSD,Integrated,15.6,3840x2160,6.3,2.7,FreeDOS,2565.73
Razer,AMD Ryzen 7,16.0,1TB SSD,Nvidia GTX 1650,13.3,3840x2160,5.5,1.62,FreeDOS,3591.75
Acer,Intel i3,16.0,1TB SSD,Nvidia RTX 3080,14.0,2560x1440,10.8,2.61,FreeDOS,1119.26
HP,Intel i9,32.0,512GB SSD,AMD Radeon RX 6600,16.0,1366x768,6.2,2.73,macOS,2304.29
Microsoft,AMD Ryzen 7,64.0,1TB SSD,Integrated,14.0,1366x768,9.6,1.56,FreeDOS,1624.47
Razer,Intel i5,32.0,1TB SSD,Nvidia RTX 2060,16.0,1366x768,4.5,2.55,macOS,2064.78
Acer,AMD Ryzen 7,32.0,2TB SSD,Nvidia RTX 3080,16.0,3840x2160,9.6,1.3,Linux,3638.72
Lenovo,Intel i9,16.0,2TB SSD,Nvidia RTX 2060,17.3,1366x768,5.8,2.36,Windows,1756.33
Microsoft,Intel i7,4.0,1TB SSD,AMD Radeon RX 6600,13.3,3840x2160,6.3,3.48,Linux,1784.79
Razer,Intel i7,8.0,2TB SSD,Integrated,15.6,1366x768,9.7,2.39,macOS,1105.85
MSI,AMD Ryzen 3,64.0,1TB SSD,Nvidia RTX 3060,16.0,1366x768,9.0,2.61,Linux,2397.12
Razer,Intel i9,8.0,2TB SSD,Nvidia RTX 2060,13.3,1920x1080,7.0,2.01,Linux,2330.07
Microsoft,AMD Ryzen 5,4.0,512GB SSD,AMD Radeon RX 6800,17.3,3840x2160,10.1,1.33,macOS,1592.22
MSI,Intel i9,32.0,512GB SSD,AMD Radeon RX 6800,16.0,1366x768,10.7,2.69,Linux,3110.18
Samsung,Intel i7,32.0,512GB SSD,AMD Radeon RX 6800,16.0,1920x1080,7.2,2.77,macOS,2301.34
HP,AMD Ryzen 7,4.0,512GB SSD,Integrated,13.3,2560x1440,9.0,1.8,FreeDOS,913.12
Apple,AMD Ryzen 9,8.0,1TB HDD,Nvidia GTX 1650,13.3,2560x1440,9.9,2.38,Windows,2453.3
Samsung,Intel i9,16.0,1TB HDD,AMD Radeon RX 6800,15.6,2560x1440,11.2,1.38,macOS,2364.44
Asus,Intel i9,64.0,512GB SSD,Nvidia RTX 3080,17.3,3840x2160,6.7,1.44,Linux,7032.89
Lenovo,AMD Ryzen 9,4.0,2TB SSD,AMD Radeon RX 6600,15.6,1366x768,8.6,2.58,Windows,1312.37
Samsung,Intel i7,8.0,512GB SSD,Integrated,15.6,3840x2160,7.8,1.62,Windows,1610.82
MSI,AMD Ryzen 3,4.0,1TB HDD,AMD Radeon RX 6800,16.0,1366x768,10.8,2.36,Linux,814.71
Apple,AMD Ryzen 3,64.0,1TB SSD,Integrated,14.0,1366x768,9.4,2.32,macOS,1747.48
Microsoft,AMD Ryzen 7,8.0,2TB SSD,Nvidia GTX 1650,13.3,2560x1440,9.2,2.96,macOS,1483.41
Apple,AMD Ryzen 5,4.0,256GB SSD,Nvidia RTX 3080,13.3,1366x768,6.6,3.05,Linux,1209.93
Samsung,AMD Ryzen 3,32.0,512GB SSD,AMD Radeon RX 6600,17.3,3840x2160,4.0,2.56,Linux,2468.24
Samsung,AMD Ryzen 3,8.0,512GB SSD,Nvidia RTX 3060,17.3,1366x768,8.4,1.82,Linux,784.17
MSI,Intel i7,16.0,2TB SSD,Nvidia RTX 3060,17.3,2560x1440,10.0,3.3,Windows,2738.53
Samsung,AMD Ryzen 7,8.0,512GB SSD,Integrated,15.6,2560x1440,7.1,1.75,macOS,1191.7
Samsung,Intel i9,64.0,2TB SSD,AMD Radeon RX 6600,15.6,1920x1080,4.4,2.99,FreeDOS,4333.05
Samsung,AMD Ryzen 9,16.0,1TB HDD,AMD Radeon RX 6800,14.0,1920x1080,8.9,2.89,Linux,1624.97
Apple,Intel i3,16.0,512GB SSD,Nvidia GTX 1650,14.0,1920x1080,7.8,1.58,FreeDOS,1569.35
Acer,AMD Ryzen 3,8.0,2TB SSD,AMD Radeon RX 6800,17.3,1920x1080,11.6,2.16,Linux,832.29
HP,Intel i3,8.0,256GB SSD,Nvidia RTX 2060,16.0,1366x768,6.7,1.76,Linux,709.47
MSI,Intel i7,32.0,256GB SSD,Nvidia GTX 1650,14.0,1920x1080,9.3,2.73,Linux,2697.7
Samsung,AMD Ryzen 9,32.0,2TB SSD,AMD Radeon RX 6800,15.6,1920x1080,6.4,3.4,Windows,2904.38
Acer,Intel i3,4.0,2TB SSD,Nvidia RTX 3080,16.0,3840x2160,6.0,1.4,Windows,1335.38
HP,Intel i3,4.0,1TB SSD,Nvidia RTX 3060,15.6,1920x1080,8.1,2.79,Linux,952.28
Dell,AMD Ryzen 3,8.0,1TB HDD,Nvidia GTX 1650,15.6,3840x2160,10.7,2.99,FreeDOS,1174.05
Asus,Intel i7,32.0,1TB SSD,AMD Radeon RX 6800,17.3,1366x768,4.7,2.76,macOS,1889.53
Lenovo,AMD Ryzen 9,32.0,256GB SSD,AMD Radeon RX 6800,13.3,2560x1440,10.9,1.98,Linux,3388.03
Microsoft,Intel i7,4.0,512GB SSD,Nvidia RTX 3060,15.6,3840x2160,8.8,1.46,Linux,2052.93
Razer,Intel i3,4.0,256GB SSD,Nvidia GTX 1650,14.0,3840x2160,6.1,3.32,FreeDOS,1729.8
Razer,Intel i5,4.0,2TB SSD,Nvidia RTX 3060,16.0,1366x768,6.8,2.98,macOS,1130.4
Microsoft,AMD Ryzen 5,64.0,1TB HDD,Nvidia RTX 2060,14.0,1920x1080,4.8,2.98,FreeDOS,1995.58
HP,Intel i9,4.0,512GB SSD,Nvidia RTX 3060,14.0,2560x1440,9.4,1.62,FreeDOS,1755.06
Asus,Intel i3,16.0,2TB SSD,Nvidia RTX 2060,15.6,1920x1080,4.6,3.07,Windows,1235.49
Razer,AMD Ryzen 5,64.0,512GB SSD,AMD Radeon RX 6600,15.6,1920x1080,7.1,2.31,macOS,3619.35
HP,Intel i5,64.0,2TB SSD,Integrated,15.6,1366x768,4.1,2.48,macOS,1528.87
HP,Intel i3,64.0,256GB SSD,Nvidia RTX 3060,15.6,1366x768,5.7,2.0,macOS,1702.88
MSI,AMD Ryzen 3,8.0,256GB SSD,Nvidia GTX 1650,17.3,1920x1080,8.1,2.62,Linux,1246.9
Microsoft,Intel i7,32.0,512GB SSD,Integrated,14.0,1366x768,5.0,2.26,macOS,1228.39
Razer,AMD Ryzen 3,4.0,512GB SSD,Nvidia GTX 1650,13.3,3840x2160,7.8,3.08,Windows,1631.83
Acer,Intel i9,16.0,256GB SSD,Nvidia RTX 2060,14.0,1920x1080,8.6,3.47,Windows,2116.08
MSI,AMD Ryzen 7,4.0,1TB HDD,AMD Radeon RX 6600,17.3,1920x1080,6.5,1.35,Windows,1312.82
Samsung,Intel i7,4.0,1TB SSD,Integrated,14.0,2560x1440,5.7,1.44,Windows,828.25
Asus,Intel i5,16.0,1TB SSD,Nvidia GTX 1650,14.0,1920x1080,4.3,2.02,macOS,1272.98
MSI,Intel i5,32.0,2TB SSD,Nvidia RTX 3080,16.0,2560x1440,10.4,2.13,Windows,2704.08
Razer,Intel i7,32.0,1TB HDD,Nvidia RTX 2060,13.3,1920x1080,11.7,2.12,macOS,2261.47
HP,AMD Ryzen 9,16.0,256GB SSD,Nvidia RTX 2060,17.3,1920x1080,10.1,3.29,Windows,2161.9
MSI,AMD Ryzen 7,64.0,1TB HDD,AMD Radeon RX 6800,16.0,1366x768,10.7,2.45,Linux,2865.49
Apple,Intel i9,32.0,2TB SSD,AMD Radeon RX 6600,15.6,2560x1440,10.3,1.86,Linux,5523.83
Lenovo,Intel i5,16.0,1TB HDD,Nvidia RTX 3080,15.6,1920x1080,6.4,1.59,Windows,1266.98
Samsung,AMD Ryzen 3,8.0,256GB SSD,Nvidia RTX 2060,14.0,2560x1440,6.4,3.07,macOS,1027.84
Dell,Intel i9,16.0,1TB SSD,Nvidia RTX 3080,16.0,1366x768,6.5,2.54,macOS,1741.85
HP,Intel i7,64.0,512GB SSD,Nvidia RTX 3060,13.3,2560x1440,10.9,3.01,macOS,3730.49
Samsung,Intel i7,16.0,2TB SSD,Nvidia RTX 3060,14.0,3840x2160,4.5,2.69,macOS,2522.39
Lenovo,Intel i3,64.0,256GB SSD,AMD Radeon RX 6600,14.0,1920x1080,5.4,2.86,Linux,2125.66
Asus,AMD Ryzen 9,32.0,512GB SSD,Nvidia RTX 2060,16.0,3840x2160,9.1,1.42,Windows,4728.09
Samsung,AMD Ryzen 7,4.0,1TB SSD,Nvidia RTX 2060,14.0,2560x1440,4.0,3.33,Windows,1289.49
Asus,Intel i9,4.0,512GB SSD,Nvidia RTX 3080,15.6,1366x768,4.4,2.05,Linux,1445.61
Razer,Intel i7,16.0,256GB SSD,AMD Radeon RX 6800,15.6,3840x2160,5.5,2.59,FreeDOS,3808.14
Microsoft,Intel i5,4.0,1TB SSD,Nvidia RTX 2060,13.3,3840x2160,5.1,1.67,Windows,1488.35
Apple,AMD Ryzen 7,32.0,2TB SSD,Nvidia RTX 3060,16.0,1366x768,12.0,2.66,Linux,2870.36
Acer,AMD Ryzen 7,64.0,2TB SSD,Nvidia RTX 2060,13.3,1920x1080,9.9,1.41,Linux,2833.35
Apple,AMD Ryzen 5,64.0,1TB HDD,AMD Radeon RX 6800,16.0,3840x2160,5.0,2.97,macOS,5356.17
Acer,Intel i9,16.0,256GB SSD,Nvidia RTX 2060,17.3,1920x1080,7.4,1.73,macOS,2102.61
Lenovo,Intel i9,8.0,2TB SSD,Nvidia RTX 3060,17.3,3840x2160,10.2,3.47,macOS,2965.07
HP,Intel i7,32.0,512GB SSD,Integrated,14.0,1920x1080,7.4,1.8,Windows,1321.47
Acer,AMD Ryzen 7,64.0,512GB SSD,Integrated,17.3,2560x1440,7.6,2.76,Linux,2582.81
Razer,AMD Ryzen 9,32.0,2TB SSD,AMD Radeon RX 6600,14.0,1366x768,6.3,2.82,Windows,2930.77
Asus,AMD Ryzen 9,4.0,256GB SSD,AMD Radeon RX 6600,14.0,2560x1440,8.8,1.71,Linux,1910.21
HP,AMD Ryzen 5,32.0,1TB SSD,Nvidia RTX 3060,15.6,1366x768,10.9,3.38,FreeDOS,1545.2
Razer,Intel i3,64.0,1TB SSD,Nvidia RTX 2060,14.0,1366x768,5.5,1.21,Linux,2364.07
Samsung,Intel i5,16.0,1TB HDD,Nvidia RTX 3080,15.6,1920x1080,7.9,2.95,Windows,1105.74
Razer,AMD Ryzen 5,4.0,256GB SSD,Nvidia RTX 3060,17.3,3840x2160,7.8,2.15,FreeDOS,2302.85
Lenovo,AMD Ryzen 9,64.0,256GB SSD,Integrated,17.3,1920x1080,5.3,2.52,Linux,2760.14
HP,AMD Ryzen 3,8.0,1TB SSD,AMD Radeon RX 6600,17.3,2560x1440,4.5,2.21,Windows,1113.58
Samsung,Intel i3,64.0,2TB SSD,Integrated,17.3,2560x1440,6.0,2.62,Linux,1871.86
MSI,Intel i9,32.0,1TB HDD,Nvidia RTX 3060,13.3,1920x1080,7.6,3.16,Linux,2992.66
Acer,Intel i5,16.0,512GB SSD,AMD Radeon RX 6600,14.0,3840x2160,4.7,1.56,FreeDOS,2038.31
Microsoft,Intel i3,4.0,2TB SSD,Nvidia RTX 2060,14.0,1366x768,4.7,3.22,macOS,685.76
Asus,AMD Ryzen 7,8.0,1TB SSD,Nvidia RTX 2060,14.0,2560x1440,5.8,1.56,Linux,1663.74
Razer,Intel i7,4.0,512GB SSD,AMD Radeon RX 6800,17.3,1920x1080,11.0,2.56,FreeDOS,1664.15
MSI,Intel i5,8.0,2TB SSD,Nvidia GTX 1650,16.0,2560x1440,4.7,2.72,FreeDOS,1802.22
Microsoft,AMD Ryzen 9,8.0,2TB SSD,AMD Radeon RX 6800,13.3,2560x1440,5.1,3.42,macOS,2058.29
Asus,AMD Ryzen 3,4.0,1TB HDD,AMD Radeon RX 6600,14.0,1366x768,5.8,1.28,macOS,449.06
Dell,Intel i5,32.0,2TB SSD,AMD Radeon RX 6800,15.6,2560x1440,8.5,1.86,macOS,2236.22
Asus,AMD Ryzen 3,4.0,1TB HDD,Nvidia RTX 3080,14.0,1366x768,6.4,1.3,macOS,466.44
Microsoft,AMD Ryzen 3,16.0,512GB SSD,AMD Radeon RX 6600,17.3,2560x1440,8.8,3.23,macOS,1350.34
Microsoft,Intel i7,8.0,512GB SSD,AMD Radeon RX 6800,17.3,2560x1440,5.0,2.21,macOS,1700.37
Asus,AMD Ryzen 7,8.0,2TB SSD,Nvidia GTX 1650,15.6,2560x1440,8.2,2.47,macOS,1666.71
MSI,AMD Ryzen 3,16.0,256GB SSD,AMD Radeon RX 6800,14.0,2560x1440,4.0,3.4,Linux,1517.61
MSI,AMD Ryzen 9,8.0,512GB SSD,AMD Radeon RX 6600,13.3,2560x1440,8.7,2.84,Windows,2649.65
Microsoft,Intel i9,32.0,2TB SSD,Integrated,14.0,1920x1080,6.9,2.77,Linux,1664.32
Dell,AMD Ryzen 5,64.0,1TB SSD,AMD Radeon RX 6600,16.0,2560x1440,9.0,3.3,Linux,3244.94
Razer,Intel i3,4.0,256GB SSD,AMD Radeon RX 6800,14.0,1920x1080,6.2,3.49,macOS,1125.36
HP,AMD Ryzen 7,32.0,1TB HDD,Nvidia GTX 1650,13.3,3840x2160,8.8,1.45,Windows,2688.94
Asus,AMD Ryzen 3,32.0,2TB SSD,Nvidia RTX 3080,14.0,3840x2160,9.7,2.16,Windows,2170.1
Asus,AMD Ryzen 5,64.0,2TB SSD,Nvidia RTX 2060,17.3,2560x1440,7.5,1.41,macOS,3257.9
MSI,AMD Ryzen 9,32.0,512GB SSD,Nvidia RTX 3080,15.6,2560x1440,10.3,2.81,FreeDOS,4703.14
HP,Intel i3,16.0,1TB SSD,AMD Radeon RX 6800,17.3,1366x768,6.2,2.49,macOS,1046.59
Dell,AMD Ryzen 5,8.0,512GB SSD,Nvidia RTX 3080,17.3,1920x1080,8.4,1.55,macOS,993.16
Samsung,AMD Ryzen 7,16.0,512GB SSD,Nvidia RTX 3080,17.3,2560x1440,7.2,2.86,Windows,2061.1
Samsung,Intel i5,4.0,256GB SSD,AMD Radeon RX 6800,15.6,1920x1080,10.5,2.32,FreeDOS,1053.77
Dell,Intel i7,8.0,1TB SSD,Nvidia RTX 3080,15.6,3840x2160,4.2,3.45,Windows,2208.03
HP,Intel i3,32.0,512GB SSD,Nvidia RTX 2060,17.3,1366x768,9.8,1.24,Windows,1144.14
Razer,Intel i3,32.0,1TB HDD,Nvidia RTX 3060,15.6,1366x768,10.3,1.29,Windows,1287.11
Razer,Intel i7,4.0,512GB SSD,Nvidia RTX 3080,17.3,2560x1440,7.2,2.44,Linux,2135.87
Samsung,Intel i9,8.0,2TB SSD,AMD Radeon RX 6800,16.0,1920x1080,4.7,2.1,FreeDOS,1767.17
Asus,Intel i5,8.0,2TB SSD,AMD Radeon RX 6800,13.3,3840x2160,6.4,2.54,Windows,1530.29
Lenovo,AMD Ryzen 5,4.0,512GB SSD,Nvidia RTX 3060,13.3,1920x1080,7.2,2.24,macOS,996.57
Asus,Intel i9,64.0,2TB SSD,AMD Radeon RX 6800,16.0,1920x1080,9.1,2.99,FreeDOS,4179.47
Acer,Intel i3,64.0,1TB HDD,Nvidia RTX 2060,16.0,1366x768,9.5,2.37,macOS,1457.15
Samsung,Intel i9,8.0,2TB SSD,Nvidia RTX 3080,15.6,1366x768,11.3,1.5,FreeDOS,1630.82
HP,AMD Ryzen 7,4.0,2TB SSD,Nvidia GTX 1650,17.3,3840x2160,7.6,1.23,macOS,1908.71
MSI,Intel i9,32.0,1TB SSD,AMD Radeon RX 6600,13.3,1920x1080,5.2,1.86,FreeDOS,3381.26
Acer,AMD Ryzen 7,32.0,1TB SSD,Nvidia RTX 3060,17.3,3840x2160,11.2,1.25,FreeDOS,3738.32
Microsoft,AMD Ryzen 5,64.0,512GB SSD,Integrated,14.0,1920x1080,6.0,1.32,macOS,1513.68
Acer,Intel i3,4.0,512GB SSD,Nvidia RTX 3080,16.0,2560x1440,4.9,1.37,Windows,974.46
Microsoft,Intel i3,4.0,512GB SSD,Nvidia RTX 3080,17.3,1366x768,11.7,1.74,FreeDOS,709.45
MSI,AMD Ryzen 5,16.0,2TB SSD,Nvidia RTX 3080,15.6,1366x768,7.5,2.63,macOS,1576.39
Apple,Intel i5,4.0,1TB SSD,Nvidia RTX 3060,17.3,3840x2160,11.0,2.59,Linux,2426.84
Razer,AMD Ryzen 5,4.0,512GB SSD,AMD Radeon RX 6800,17.3,1920x1080,11.6,2.71,Windows,1479.95
Samsung,AMD Ryzen 9,4.0,256GB SSD,AMD Radeon RX 6800,15.6,1366x768,11.1,2.9,Linux,1438.43
Apple,Intel i5,32.0,256GB SSD,AMD Radeon RX 6800,13.3,3840x2160,7.4,2.34,Windows,4052.39
